timestamp,cat,activity,location
2022-07-09 20:18:28.695243,otto,scratched,bathtub
2022-08-06 22:05:42.389782,otto,nibbled,bed
2020-12-02 02:56:50.080039,otto,jumped,national_mall
2019-12-28 09:52:17.326882,ozzy,scratched,national_mall
2019-11-05 06:36:16.930097,ozzy,nibbled,white_house
2020-06-29 18:46:01.774723,ozzy,hissed,couch
2023-05-11 22:04:06.753410,ozzy,jumped,seh
2020-07-07 14:08:18.255481,ozzy,pondered,seh
2022-07-20 01:04:30.290091,otto,hissed,tastykabob
2020-06-29 06:55:19.311160,otto,chomped,couch
2022-06-13 08:11:59.665992,otto,purred,seh
2022-09-28 09:20:00.828758,ozzy,pondered,tastykabob
2020-08-17 16:21:01.133905,otto,purred,windowsill
2019-11-26 13:29:58.663987,ozzy,purred,kitchen
2020-09-05 19:58:32.505906,otto,snoozed,bed
2020-05-19 11:48:02.850897,otto,snoozed,national_mall
2021-03-09 14:55:16.650976,ozzy,nibbled,bathtub
2021-07-03 09:58:11.524167,otto,purred,bell_hall
2020-12-11 18:54:09.239692,ozzy,hissed,white_house
2020-05-19 17:46:13.138047,otto,chomped,bell_hall
2022-12-02 08:01:36.502819,ozzy,pondered,white_house
2019-07-30 22:40:24.943501,otto,meowed,bed
2023-04-14 11:44:13.305285,ozzy,hissed,tastykabob
2023-03-24 07:32:43.350350,otto,purred,national_mall
2020-01-26 07:34:21.621042,ozzy,hissed,shelf
2022-01-03 09:25:50.978741,ozzy,meowed,bell_hall
2020-04-24 21:29:40.011262,otto,pondered,white_house
2023-01-07 13:11:23.794541,otto,scratched,bathtub
2022-10-06 06:11:58.373892,ozzy,committed_crimes,kitchen
2022-07-22 23:18:41.455124,ozzy,nibbled,couch
2019-09-27 19:45:13.158349,otto,meowed,bed
2021-11-28 11:02:51.472061,ozzy,scratched,national_mall
2022-10-10 03:46:31.601643,ozzy,nibbled,bed
2019-03-14 17:14:29.750429,otto,jumped,seh
2021-02-02 07:45:59.107271,otto,meowed,bathtub
2022-09-13 08:40:22.877837,ozzy,hissed,national_mall
2022-04-05 06:43:03.803340,ozzy,committed_crimes,couch
2020-06-23 00:13:38.135746,otto,chomped,tastykabob
2020-10-07 07:07:18.185022,otto,hissed,seh
2019-09-24 09:58:17.467066,ozzy,hissed,seh
2022-02-04 22:53:16.087020,ozzy,jumped,bathtub
2022-11-14 08:31:28.697318,otto,meowed,bed
2022-01-03 13:33:24.399410,otto,nibbled,tastykabob
2023-02-20 00:42:16.673660,otto,meowed,white_house
2022-11-11 21:49:47.314416,ozzy,jumped,bathtub
2021-10-19 17:26:51.890084,ozzy,chomped,couch
2019-11-08 06:50:20.315167,ozzy,snoozed,windowsill
2021-05-19 23:06:38.891411,otto,chomped,seh
2020-09-26 21:24:19.825502,otto,meowed,national_mall
2020-02-14 14:40:06.990654,ozzy,snoozed,bed
2020-12-16 07:26:02.871582,ozzy,nibbled,tastykabob
2022-01-07 14:40:02.004462,ozzy,pondered,white_house
2019-06-25 10:44:00.865173,otto,chomped,bed
2021-08-28 09:11:51.785188,ozzy,pondered,couch
2021-08-14 23:52:49.724613,ozzy,pondered,kitchen
2020-04-15 00:08:56.231595,ozzy,hissed,white_house
2020-02-21 11:00:29.117864,otto,jumped,national_mall
2021-11-06 04:08:39.480605,ozzy,pondered,windowsill
2022-01-21 07:24:51.523177,ozzy,nibbled,kitchen
2020-05-26 10:15:07.841890,otto,purred,shelf
2019-12-21 15:36:42.298681,ozzy,jumped,tastykabob
2021-07-13 23:14:38.575090,otto,committed_crimes,windowsill
2020-09-09 21:08:58.331586,otto,nibbled,white_house
2020-08-05 03:34:23.237917,otto,pondered,tastykabob
2023-01-14 00:26:37.086830,ozzy,scratched,bed
2020-03-02 03:28:47.958256,otto,meowed,windowsill
2021-07-25 10:40:01.414537,ozzy,snoozed,bathtub
2023-05-15 15:03:07.008391,otto,jumped,bed
2019-06-09 01:25:43.581073,ozzy,scratched,kitchen
2019-08-27 15:14:00.241674,otto,nibbled,tastykabob
2021-05-04 21:00:36.695813,otto,meowed,kitchen
2021-12-20 14:36:25.194063,ozzy,hissed,white_house
2022-07-07 04:53:36.520225,otto,purred,national_mall
2021-04-24 06:24:35.635377,otto,nibbled,bell_hall
2021-06-20 13:17:54.559633,otto,snoozed,bed
2019-06-08 09:41:20.278179,otto,jumped,bed
2022-04-14 10:39:43.650602,otto,meowed,bathtub
2021-08-11 18:43:41.391499,otto,hissed,seh
2020-12-28 00:24:28.967941,otto,purred,tastykabob
2020-02-24 02:17:08.444980,otto,chomped,shelf
2021-04-25 01:20:28.198183,ozzy,scratched,kitchen
2021-04-16 12:49:34.728144,otto,scratched,shelf
2022-02-02 03:04:53.308150,otto,committed_crimes,kitchen
2022-12-24 17:44:03.235693,ozzy,scratched,tastykabob
2020-03-13 10:00:24.366464,otto,nibbled,national_mall
2023-02-11 06:21:10.038314,ozzy,scratched,windowsill
2023-04-06 14:41:23.931526,ozzy,pondered,windowsill
2021-06-04 19:39:36.037562,otto,hissed,shelf
2020-02-19 21:09:41.566904,otto,hissed,tastykabob
2021-06-17 04:39:53.372837,ozzy,jumped,windowsill
2023-02-13 20:45:11.703479,otto,snoozed,kitchen
2021-04-20 11:07:00.552263,ozzy,meowed,national_mall
2020-02-09 03:22:23.690806,otto,committed_crimes,kitchen
2020-02-02 01:06:40.039441,ozzy,snoozed,bell_hall
2019-10-26 06:43:12.638739,otto,purred,kitchen
2022-04-08 07:05:05.706480,ozzy,jumped,shelf
2021-10-27 15:27:39.501575,ozzy,hissed,white_house
2022-10-31 14:21:42.184781,ozzy,jumped,bed
2021-11-25 04:06:58.347762,ozzy,scratched,windowsill
2019-12-20 09:19:00.613261,ozzy,chomped,shelf
2020-09-11 13:27:19.705569,ozzy,purred,bathtub
2021-06-27 15:05:31.126082,ozzy,nibbled,windowsill
2020-07-30 06:12:55.010614,otto,chomped,shelf
2022-02-23 09:36:50.501463,ozzy,snoozed,shelf
2022-12-08 07:27:12.737960,ozzy,chomped,kitchen
2021-11-14 11:06:49.017360,otto,committed_crimes,seh
2022-05-27 02:50:57.303812,otto,chomped,bathtub
2022-06-04 06:58:58.723419,ozzy,hissed,bathtub
2021-09-14 10:44:17.015275,ozzy,nibbled,white_house
2021-05-22 15:55:36.414232,otto,purred,shelf
2022-06-14 18:11:36.270031,ozzy,nibbled,shelf
2023-01-10 10:30:50.649230,ozzy,pondered,windowsill
2022-10-07 11:48:40.081239,otto,meowed,shelf
2023-03-26 17:27:41.997040,ozzy,snoozed,bell_hall
2022-08-25 08:29:27.358947,ozzy,snoozed,shelf
2022-12-30 04:11:05.447021,otto,chomped,bathtub
2022-12-29 19:11:39.845221,otto,pondered,tastykabob
2022-02-13 12:42:07.625447,otto,jumped,windowsill
2020-01-04 02:28:03.766730,otto,meowed,bathtub
2021-02-08 02:52:51.967361,otto,committed_crimes,kitchen
2020-07-22 10:46:04.278223,otto,meowed,windowsill
2020-02-16 03:10:27.543263,otto,hissed,seh
2020-01-02 20:58:53.022471,ozzy,hissed,bathtub
2020-10-21 06:58:29.065765,ozzy,purred,bathtub
2019-10-21 23:15:12.260905,otto,jumped,white_house
2019-09-13 15:28:50.008456,otto,hissed,bell_hall
2021-01-08 10:28:15.640104,otto,hissed,national_mall
2019-09-16 19:36:58.690929,ozzy,snoozed,shelf
2023-01-18 15:25:27.667060,ozzy,jumped,tastykabob
2023-02-07 14:03:20.452720,otto,chomped,seh
2019-12-20 08:01:31.110418,otto,meowed,bed
2020-03-02 01:15:29.603243,otto,committed_crimes,windowsill
2020-02-20 01:38:23.748120,ozzy,jumped,windowsill
2020-05-16 01:26:09.572547,otto,scratched,bathtub
2019-12-02 19:11:54.204470,ozzy,pondered,tastykabob
2021-08-04 12:27:17.655627,ozzy,purred,national_mall
2021-06-23 09:03:32.318788,ozzy,pondered,bathtub
2021-08-24 15:37:57.064539,otto,jumped,national_mall
2021-07-16 18:54:36.667154,ozzy,meowed,tastykabob
2020-06-17 22:35:44.139828,otto,scratched,national_mall
2022-09-06 10:19:22.373080,otto,jumped,seh
2021-09-20 00:51:20.915642,otto,nibbled,bed
2019-05-09 16:56:32.230066,otto,hissed,national_mall
2019-12-01 17:53:39.228814,ozzy,snoozed,kitchen
2022-08-19 12:40:17.289964,ozzy,meowed,white_house
2022-05-13 03:15:41.467609,ozzy,nibbled,windowsill
2019-11-20 17:14:12.255555,otto,nibbled,national_mall
2023-01-28 13:45:36.272509,otto,committed_crimes,kitchen
2019-05-25 18:47:50.475510,otto,hissed,tastykabob
2021-02-24 11:49:43.698723,ozzy,pondered,tastykabob
2021-03-15 09:49:00.215128,otto,hissed,shelf
2020-09-10 21:44:28.085718,otto,jumped,shelf
2020-06-07 14:10:55.717353,ozzy,nibbled,seh
2021-09-23 02:51:17.303707,ozzy,nibbled,windowsill
2019-06-18 05:32:39.542294,ozzy,scratched,national_mall
2021-09-14 05:46:00.819427,otto,pondered,seh
2022-07-05 13:20:38.507902,ozzy,pondered,tastykabob
2023-04-15 12:33:36.746853,otto,jumped,bed
2021-04-27 03:52:21.225593,ozzy,jumped,seh
2019-11-29 14:22:01.212062,otto,pondered,white_house
2021-11-15 10:38:15.787697,ozzy,jumped,seh
2022-01-31 17:59:52.113286,ozzy,committed_crimes,shelf
2022-02-19 22:17:38.834029,ozzy,purred,seh
2019-06-29 09:32:01.425954,otto,nibbled,national_mall
2022-02-09 17:21:23.860927,ozzy,scratched,seh
2020-12-09 00:55:29.923147,otto,pondered,bed
2022-03-19 17:11:09.477680,ozzy,snoozed,seh
2023-02-24 12:48:23.229314,ozzy,chomped,tastykabob
2020-04-28 10:05:58.146237,ozzy,committed_crimes,tastykabob
2021-08-11 10:43:59.670648,ozzy,jumped,seh
2020-01-29 03:22:14.094476,otto,meowed,kitchen
2023-02-09 17:52:56.661964,ozzy,nibbled,bathtub
2021-09-05 08:58:07.200273,ozzy,pondered,kitchen
2020-09-18 11:58:55.060258,otto,hissed,bed
2020-08-09 01:47:34.942518,otto,meowed,couch
2019-08-01 05:53:42.093097,otto,jumped,bell_hall
2022-04-25 23:20:55.714511,otto,chomped,windowsill
2020-07-15 15:32:27.860880,otto,purred,bell_hall
2020-12-29 04:52:15.456742,otto,scratched,couch
2022-03-01 20:17:54.247164,ozzy,committed_crimes,bed
2022-02-27 08:06:41.176128,ozzy,committed_crimes,tastykabob
2022-11-13 06:50:29.693172,ozzy,scratched,bell_hall
2020-07-31 19:27:59.096636,ozzy,purred,national_mall
2021-08-21 23:51:43.090445,otto,pondered,windowsill
2021-03-16 04:36:46.913078,ozzy,purred,bathtub
2020-10-20 20:16:10.999487,otto,snoozed,seh
2021-11-05 09:14:06.043161,otto,jumped,couch
2022-11-30 22:08:52.398976,ozzy,scratched,white_house
2021-06-16 21:40:56.119836,ozzy,purred,couch
2021-01-10 09:46:25.292310,otto,purred,tastykabob
2019-06-11 19:39:52.306779,ozzy,pondered,bell_hall
2021-02-23 21:42:32.645858,otto,chomped,white_house
2019-04-08 00:00:23.382207,otto,jumped,windowsill
2021-06-10 03:58:12.741735,ozzy,snoozed,national_mall
2021-03-17 23:39:06.118620,otto,nibbled,tastykabob
2022-02-04 06:20:12.308015,otto,hissed,tastykabob
2021-03-23 07:55:51.837204,ozzy,hissed,couch
2023-01-11 04:35:32.481385,ozzy,committed_crimes,shelf
2020-09-24 16:35:01.735038,ozzy,jumped,national_mall
2022-04-10 08:28:37.771658,ozzy,pondered,national_mall
2023-04-26 07:11:47.566641,ozzy,hissed,tastykabob
2019-12-24 11:58:45.968328,ozzy,meowed,bell_hall
2019-09-12 05:44:49.814835,otto,meowed,bell_hall
2022-06-22 16:33:49.577975,ozzy,pondered,bathtub
2020-04-23 18:27:52.328337,ozzy,purred,tastykabob
2022-07-13 07:42:42.470481,ozzy,nibbled,seh
2021-11-14 20:04:06.283504,ozzy,hissed,bell_hall
2019-10-06 12:16:58.682921,ozzy,scratched,bathtub
2022-11-24 04:13:52.694604,ozzy,chomped,kitchen
2021-11-16 05:21:44.154597,otto,meowed,windowsill
2020-01-11 23:29:15.595370,otto,scratched,shelf
2022-09-23 12:43:39.274252,ozzy,purred,bathtub
2020-08-21 00:30:56.252846,otto,meowed,seh
2021-06-30 16:03:01.399971,otto,scratched,couch
2021-09-15 05:16:25.120635,ozzy,purred,white_house
2021-02-02 13:21:37.055878,ozzy,purred,bell_hall
2020-04-20 08:43:39.044182,otto,meowed,seh
2019-05-31 14:44:28.744033,otto,purred,seh
2021-02-03 08:41:03.242436,otto,chomped,windowsill
2019-10-08 10:35:58.398892,otto,nibbled,white_house
2021-09-14 07:38:26.466433,otto,purred,shelf
2019-08-02 02:48:24.155677,ozzy,jumped,windowsill
2021-07-07 10:18:35.843148,otto,committed_crimes,tastykabob
2022-06-19 18:36:43.963314,ozzy,committed_crimes,national_mall
2019-06-29 11:22:27.571869,ozzy,meowed,couch
2021-12-03 18:51:16.777804,ozzy,pondered,bathtub
2022-08-30 11:02:42.537773,ozzy,pondered,tastykabob
2021-04-15 10:23:11.896084,ozzy,nibbled,shelf
2021-08-14 18:37:58.766184,otto,scratched,bathtub
2021-12-21 20:20:38.436774,otto,hissed,kitchen
2019-06-14 08:36:00.107394,otto,purred,bell_hall
2021-12-04 16:12:11.712013,otto,chomped,windowsill
2019-08-24 01:14:57.314047,ozzy,purred,bell_hall
2022-10-17 02:34:00.595327,otto,snoozed,windowsill
2021-11-26 17:43:19.896360,ozzy,hissed,bed
2022-12-09 10:13:34.198896,ozzy,nibbled,couch
2023-02-01 16:18:50.299189,ozzy,jumped,kitchen
2019-04-21 02:15:18.509585,ozzy,purred,bathtub
2020-09-09 05:12:02.075573,ozzy,scratched,national_mall
2022-07-04 16:21:48.524141,otto,committed_crimes,national_mall
2020-10-16 00:32:33.268114,ozzy,pondered,tastykabob
2019-09-27 09:49:12.804787,otto,scratched,kitchen
2020-10-17 11:44:20.158160,ozzy,jumped,white_house
2023-03-24 16:46:16.568358,ozzy,snoozed,bell_hall
2020-01-26 17:35:19.996749,ozzy,chomped,bell_hall
2019-09-13 11:15:36.695832,otto,chomped,bed
2021-12-12 10:30:14.043952,ozzy,committed_crimes,shelf
2020-03-19 06:48:25.160532,ozzy,snoozed,seh
2022-10-11 16:05:23.671539,otto,scratched,shelf
2020-07-07 09:17:21.324476,otto,chomped,bed
2020-03-05 11:59:30.334426,otto,scratched,bed
2021-05-15 12:53:37.466938,otto,chomped,shelf
2020-01-11 02:57:45.099505,otto,meowed,bathtub
2022-06-13 17:10:45.800019,otto,snoozed,bathtub
2022-04-21 07:17:09.694587,otto,committed_crimes,tastykabob
2020-05-04 20:21:20.193106,otto,nibbled,national_mall
2023-05-20 10:11:31.926831,ozzy,nibbled,national_mall
2022-11-12 14:28:36.789308,ozzy,chomped,bed
2021-04-22 14:53:47.140279,otto,committed_crimes,couch
2020-07-10 09:38:12.272434,otto,pondered,tastykabob
2020-07-21 18:44:01.361231,otto,chomped,windowsill
2022-10-04 04:41:44.932807,ozzy,jumped,bed
2019-07-24 16:21:19.060391,otto,committed_crimes,couch
2022-08-12 15:22:29.250234,ozzy,nibbled,couch
2021-08-29 18:30:02.682885,otto,meowed,kitchen
2023-02-07 22:13:44.554299,ozzy,jumped,couch
2022-01-30 12:27:14.249925,otto,committed_crimes,bathtub
2021-01-07 18:08:47.493531,ozzy,purred,kitchen
2020-05-21 13:55:59.925790,ozzy,pondered,couch
2022-05-09 18:41:59.640430,ozzy,purred,bell_hall
2021-09-10 19:44:13.336172,otto,snoozed,national_mall
2020-02-03 02:17:59.268026,ozzy,pondered,tastykabob
2020-03-30 03:06:47.143483,otto,committed_crimes,kitchen
2020-04-20 10:06:00.091957,otto,snoozed,bathtub
2019-10-18 18:11:54.475132,ozzy,pondered,couch
2020-06-08 17:13:18.132036,otto,purred,national_mall
2019-03-21 20:07:35.578727,otto,hissed,bathtub
2019-08-25 00:54:08.854152,ozzy,chomped,windowsill
2021-07-05 15:32:37.492466,otto,scratched,bathtub
2019-09-26 08:44:49.011153,otto,scratched,kitchen
2023-03-30 21:17:24.132936,otto,committed_crimes,kitchen
2022-05-29 01:44:37.421482,ozzy,committed_crimes,kitchen
2023-04-30 13:26:43.468792,otto,meowed,shelf
2020-10-06 09:07:58.964918,otto,meowed,bathtub
2021-05-22 23:29:04.445808,ozzy,pondered,seh
2021-10-10 18:19:43.673598,ozzy,purred,windowsill
2020-04-08 02:54:26.073592,ozzy,hissed,shelf
2019-11-04 15:59:26.701410,otto,snoozed,shelf
2022-04-30 21:38:12.464992,ozzy,meowed,bell_hall
2022-01-17 10:01:00.882997,ozzy,chomped,shelf
2021-06-08 12:16:46.352249,ozzy,nibbled,bed
2022-09-28 17:16:31.638080,ozzy,snoozed,seh
2019-05-25 15:41:27.428311,ozzy,nibbled,tastykabob
2019-04-28 23:27:21.799215,otto,meowed,seh
2021-09-09 11:48:28.261895,ozzy,nibbled,bathtub
2020-12-04 09:42:43.656337,ozzy,jumped,kitchen
2022-05-29 10:39:37.103116,ozzy,meowed,kitchen
2020-11-18 07:24:27.993222,ozzy,jumped,tastykabob
2019-11-14 04:38:45.384343,ozzy,hissed,national_mall
2021-12-06 09:36:40.249507,otto,purred,seh
2020-04-10 02:23:33.894181,ozzy,hissed,bathtub
2020-05-29 17:45:35.043875,ozzy,jumped,seh
2020-08-05 05:36:12.466852,ozzy,nibbled,tastykabob
2022-06-12 15:24:51.560692,otto,hissed,bed
2019-05-17 06:58:48.474289,otto,chomped,white_house
2019-07-04 00:20:58.180707,otto,snoozed,national_mall
2022-12-07 02:22:46.040582,ozzy,committed_crimes,tastykabob
2021-10-23 00:59:41.338311,ozzy,purred,windowsill
2022-09-05 19:37:40.348791,otto,meowed,couch
2019-06-25 06:11:40.051051,otto,snoozed,kitchen
2022-11-25 06:36:26.622132,otto,purred,couch
2019-05-09 12:58:57.062196,ozzy,hissed,couch
2021-06-12 07:05:16.269181,otto,jumped,white_house
2022-08-02 23:28:26.502583,otto,scratched,bathtub
2023-01-09 11:51:05.568235,ozzy,committed_crimes,bell_hall
2019-03-24 12:27:37.457695,otto,hissed,bell_hall
2019-08-29 15:56:53.807760,otto,hissed,couch
2020-02-01 13:25:30.696754,ozzy,nibbled,windowsill
2019-08-18 07:39:48.283562,ozzy,pondered,shelf
2019-08-04 09:10:16.010452,ozzy,purred,bathtub
2020-03-24 11:35:01.068033,otto,pondered,windowsill
2020-04-15 01:05:57.725692,otto,purred,bathtub
2020-01-15 11:07:38.347818,ozzy,hissed,bell_hall
2020-06-27 17:03:27.526396,ozzy,snoozed,white_house
2020-10-13 20:05:25.163511,otto,pondered,seh
2019-05-21 20:41:04.507823,ozzy,chomped,seh
2019-07-05 13:56:06.190513,otto,meowed,seh
2023-02-27 14:33:58.063748,otto,nibbled,bell_hall
2023-02-13 13:07:28.824940,ozzy,snoozed,kitchen
2020-04-14 08:51:08.046569,ozzy,nibbled,couch
2021-06-08 12:32:12.155730,otto,snoozed,couch
2022-06-24 07:58:03.236652,otto,nibbled,bed
2021-04-21 06:55:51.939360,ozzy,hissed,bell_hall
2021-03-19 23:06:15.825458,ozzy,meowed,bed
2019-08-15 10:09:51.476374,ozzy,meowed,kitchen
2021-07-29 15:53:55.762626,ozzy,scratched,couch
2019-08-18 23:03:59.950443,otto,scratched,bathtub
2020-08-04 09:48:04.288032,ozzy,chomped,national_mall
2021-03-03 20:03:52.161672,otto,pondered,tastykabob
2020-11-03 18:43:12.752844,ozzy,purred,national_mall
2019-09-22 10:26:43.922006,ozzy,purred,couch
2023-02-12 18:18:21.909761,otto,nibbled,kitchen
2020-04-29 15:03:31.740115,otto,purred,bell_hall
2019-08-02 03:28:07.735749,otto,nibbled,shelf
2019-12-20 19:01:18.993526,ozzy,scratched,tastykabob
2022-05-03 01:57:15.440039,otto,chomped,white_house
2022-01-04 07:45:54.623474,ozzy,purred,kitchen
2020-04-24 12:03:27.431964,ozzy,nibbled,bathtub
2023-05-14 03:00:42.014307,ozzy,scratched,shelf
2020-01-29 08:36:09.285447,otto,hissed,bell_hall
2022-04-07 10:03:36.702605,otto,hissed,bell_hall
2020-03-11 16:42:42.385607,otto,pondered,national_mall
2021-01-07 22:31:26.179090,otto,meowed,kitchen
2021-06-10 07:02:27.683540,otto,pondered,national_mall
2020-12-15 17:21:10.775684,ozzy,meowed,couch
2021-04-06 12:45:48.027471,ozzy,chomped,bell_hall
2020-04-13 10:13:46.671833,otto,chomped,bell_hall
2023-04-11 13:28:19.978772,ozzy,purred,bed
2023-01-16 20:35:27.011117,ozzy,chomped,white_house
2021-09-20 05:58:19.830927,otto,committed_crimes,tastykabob
2021-05-02 05:07:49.249483,otto,scratched,national_mall
2022-09-10 01:32:10.415447,otto,nibbled,kitchen
2022-03-30 06:28:33.458163,otto,chomped,white_house
2019-09-10 21:45:03.515229,ozzy,snoozed,white_house
2020-07-31 15:34:58.940434,ozzy,hissed,windowsill
2021-11-30 05:07:14.643898,ozzy,chomped,bell_hall
2020-07-08 06:58:34.325279,otto,jumped,bed
2023-04-11 16:02:02.264980,ozzy,nibbled,bell_hall
2019-10-17 10:50:39.331691,ozzy,nibbled,couch
2021-06-25 02:52:40.969543,otto,nibbled,bathtub
2019-11-11 03:22:30.330114,ozzy,scratched,windowsill
2022-06-12 13:35:32.680475,otto,meowed,white_house
2022-09-14 13:54:42.376631,otto,snoozed,bell_hall
2019-10-03 22:35:30.192016,otto,purred,white_house
2020-06-05 20:44:13.970389,otto,nibbled,shelf
2022-10-04 21:24:06.660905,otto,pondered,tastykabob
2022-02-07 21:08:26.539760,ozzy,committed_crimes,seh
2022-01-10 14:40:54.316506,otto,scratched,bell_hall
2020-04-02 13:12:28.308951,otto,chomped,shelf
2020-08-13 09:35:26.010100,otto,nibbled,shelf
2020-03-24 01:08:51.961584,otto,scratched,kitchen
2021-04-17 06:44:01.310212,otto,pondered,kitchen
2022-03-22 02:05:05.700902,otto,purred,kitchen
2019-08-11 01:14:05.847903,otto,scratched,bell_hall
2021-02-20 08:38:57.033362,ozzy,purred,kitchen
2020-06-15 10:07:29.848194,ozzy,pondered,white_house
2020-06-29 10:03:00.253798,ozzy,purred,white_house
2020-03-05 06:04:04.665624,ozzy,pondered,kitchen
2023-05-07 23:12:04.448648,ozzy,chomped,tastykabob
2021-01-16 16:56:07.582173,ozzy,committed_crimes,seh
2020-07-09 19:56:55.058993,ozzy,snoozed,bathtub
2019-09-10 22:53:16.389261,otto,chomped,bed
2023-04-19 19:42:07.334976,ozzy,purred,bell_hall
2023-04-15 13:36:50.711817,otto,purred,bathtub
2019-11-15 12:50:35.240356,ozzy,jumped,bell_hall
2020-03-27 07:39:23.116816,otto,nibbled,shelf
2021-12-08 07:15:28.908067,ozzy,chomped,bathtub
2020-12-05 17:22:55.072799,ozzy,scratched,windowsill
2019-06-16 03:24:04.238525,otto,snoozed,bed
2022-01-21 09:37:20.833035,ozzy,pondered,white_house
2020-10-24 06:21:56.523662,ozzy,committed_crimes,tastykabob
2023-04-03 09:43:12.135104,ozzy,committed_crimes,bathtub
2019-07-17 15:04:38.496900,otto,chomped,bell_hall
2019-06-26 08:19:03.252720,ozzy,committed_crimes,couch
2023-04-25 10:53:04.706132,otto,nibbled,tastykabob
2022-10-01 22:56:16.915262,ozzy,purred,kitchen
2020-04-01 15:29:43.081428,ozzy,hissed,bed
2019-09-21 14:51:08.752555,ozzy,nibbled,bathtub
2022-06-24 16:16:40.900260,ozzy,hissed,bell_hall
2022-06-15 22:39:59.135779,ozzy,pondered,windowsill
2022-05-03 19:13:06.240121,otto,purred,bathtub
2020-07-16 10:22:17.016958,ozzy,hissed,couch
2020-01-18 18:21:29.280748,otto,scratched,couch
2022-03-09 16:39:40.725939,otto,meowed,bathtub
2022-12-27 04:24:03.965316,ozzy,committed_crimes,tastykabob
2021-11-17 14:51:09.907860,otto,meowed,couch
2023-05-03 09:08:04.928439,ozzy,committed_crimes,kitchen
2022-08-11 11:24:14.637099,ozzy,nibbled,windowsill
2023-04-20 16:59:52.763853,otto,chomped,kitchen
2021-01-09 06:38:18.910390,otto,snoozed,couch
2019-08-24 03:46:14.329597,otto,hissed,bed
2019-10-05 18:49:53.900122,otto,purred,seh
2021-08-02 09:37:34.929641,otto,snoozed,bed
2021-09-20 00:54:45.911963,otto,pondered,seh
2022-04-18 15:10:18.704262,ozzy,chomped,tastykabob
2019-07-22 14:50:35.487731,otto,jumped,bell_hall
2019-10-31 21:42:51.319380,ozzy,jumped,bed
2023-01-14 11:41:53.553890,otto,scratched,bathtub
2020-02-29 14:29:23.921854,otto,meowed,white_house
2019-11-17 21:09:43.033185,ozzy,chomped,bathtub
2019-10-17 08:38:02.438996,ozzy,pondered,bathtub
2019-11-17 10:27:46.053975,ozzy,scratched,bell_hall
2021-07-08 23:07:08.167427,otto,meowed,couch
2021-07-04 08:27:42.266405,otto,scratched,couch
2020-06-25 21:01:03.906705,otto,committed_crimes,windowsill
2020-08-14 18:26:52.576472,ozzy,hissed,bathtub
2021-07-10 06:55:34.945074,otto,purred,bed
2021-10-02 19:59:05.065930,otto,scratched,windowsill
2021-08-10 11:08:55.136286,otto,scratched,bathtub
2021-04-20 12:45:57.858946,otto,snoozed,bed
2023-03-13 18:16:26.105975,ozzy,nibbled,bed
2019-10-02 16:40:00.146704,otto,scratched,seh
2021-02-03 02:43:57.882631,ozzy,nibbled,white_house
2020-10-28 05:41:10.469179,ozzy,scratched,shelf
2019-10-01 11:41:45.371354,otto,chomped,windowsill
2019-09-30 03:54:51.294838,ozzy,scratched,white_house
2019-11-22 19:27:12.874648,ozzy,chomped,national_mall
2022-05-24 10:23:10.560238,otto,scratched,national_mall
2020-03-31 02:50:41.649527,ozzy,purred,tastykabob
2019-07-09 08:42:55.284362,otto,scratched,tastykabob
2020-11-30 09:30:15.191759,otto,jumped,shelf
2020-11-30 05:47:40.425973,ozzy,scratched,kitchen
2022-07-18 14:41:35.813554,otto,hissed,seh
2020-05-29 14:48:00.072853,ozzy,meowed,seh
2021-09-02 00:11:08.406628,otto,scratched,tastykabob
2020-03-27 16:23:07.022888,ozzy,meowed,shelf
2021-12-15 04:11:04.032884,ozzy,nibbled,windowsill
2021-02-16 05:16:51.387339,otto,hissed,national_mall
2021-09-18 23:06:46.860580,otto,pondered,couch
2021-10-12 03:42:15.699766,ozzy,meowed,bathtub
2019-11-17 02:40:04.092229,otto,meowed,couch
2022-06-23 11:20:17.347770,otto,hissed,couch
2023-03-09 02:19:45.613720,ozzy,snoozed,shelf
2020-07-19 13:42:55.039953,ozzy,meowed,windowsill
2019-08-09 10:30:17.090262,ozzy,nibbled,seh
2022-08-31 03:14:54.407349,otto,pondered,bell_hall
2023-05-05 14:14:49.796939,otto,purred,windowsill
2019-06-12 19:50:06.801643,ozzy,committed_crimes,national_mall
2020-10-07 14:11:32.346215,otto,nibbled,bell_hall
2022-04-10 02:03:08.696045,otto,hissed,shelf
2021-11-02 04:05:33.073555,ozzy,scratched,white_house
2020-02-05 06:15:12.837024,otto,snoozed,national_mall
2020-09-14 21:08:18.853997,otto,snoozed,shelf
2022-07-21 01:03:08.663142,otto,chomped,national_mall
2020-03-02 01:42:29.025183,otto,committed_crimes,bathtub
2022-10-08 11:51:15.069765,otto,purred,bathtub
2019-04-22 00:32:44.056880,ozzy,hissed,tastykabob
2021-03-02 22:12:57.389469,ozzy,nibbled,national_mall
2020-07-01 08:44:51.513634,otto,snoozed,white_house
2020-05-08 22:08:09.437058,ozzy,pondered,tastykabob
2019-12-04 20:54:18.502767,otto,meowed,couch
2020-03-21 08:50:17.788652,otto,pondered,couch
2021-07-21 17:47:54.577686,otto,nibbled,windowsill
2020-08-11 03:04:32.127967,ozzy,meowed,kitchen
